Cuestionario,Pregunta,Respuesta
SISTEMA PENAL ACUSATORIO,¿Cuáles son los datos de prueba?,"Huellas, rastros, manchas, residuos, vestigios, armas, instrumentos u objetos utilizados para su ejecución dinero, bienes y otros efectos provenientes de la actividad criminal documentos, fotografías, videos, mensajes de datos, correo electrónico y fax, entre otros."
SISTEMA PENAL ACUSATORIO,¿En qué consiste el principio de oportunidad?,"Es la facultad que tiene la Fiscalía para suspender, interrumpir o renunciar a la persecución penal en casos particulares. En un sistema acusatorio, el fiscal tiene la responsabilidad de acusar y puede declinar esta responsabilidad en nombre de la justicia, suspendiendo, interrumpiendo o renunciando a la acción penal."
SISTEMA PENAL ACUSATORIO,¿En el anterior sistema existía el principio de oportunidad?,No. La Fiscalía tenía la obligación de ejercer la acción penal ante las conductas que advertía como delictivas y no podía renunciar a su ejercicio.
SISTEMA PENAL ACUSATORIO,¿Qué ventajas tiene el principio de oportunidad?,"El Estado, a través de la Fiscalía, dedica sus esfuerzos a investigar los delitos de mayor impacto social. Se ocupa de lo más importante en una valoración de costo-beneficio, sin dejar de procurar que el daño se repare."
SISTEMA PENAL ACUSATORIO,¿En qué casos procede la aplicación del principio de oportunidad?,"En los delitos con penas menores cuando exista una escasa afectación a bienes jurídicos como beneficio por colaboración con la justicia, entre otros."
SISTEMA PENAL ACUSATORIO,¿Qué impugnaciones existen cuando la Fiscalía ejerce el principio de oportunidad?,"Impugnación ante el superior jerárquico del fiscal investigador y control judicial en el cual los Jueces de Control, en audiencia donde intervienen las víctimas y el Ministerio Público, realizan una audiencia para verificar la legalidad en la aplicación del Principio de Oportunidad."
SISTEMA PENAL ACUSATORIO,¿Cuáles son las audiencias en el Sistema Penal Acusatorio?,"La de control de detención, la audiencia de formulación de imputación, la de vinculación a proceso y lectura de sentencia."
SISTEMA PENAL ACUSATORIO,¿Qué es la audiencia de formulación de imputación?,"Se realiza ante un Juez de Control y en ella la Fiscalía le comunica a la persona que se le está adelantando una investigación sobre definidos hechos punibles, para que esta ejerza el derecho de defensa."
SISTEMA PENAL ACUSATORIO,¿En qué consiste el escrito de acusación?,"Es un escrito por medio del cual la Fiscalía formaliza, ante el Juez de control, una acusación en relación con una o varias personas, cuando estima que la investigación proporciona fundamento para someter a juicio público al imputado."
SISTEMA PENAL ACUSATORIO,¿En qué consiste la audiencia intermedia?,Prepara la realización de la audiencia del juicio oral. Las partes enuncian las pruebas que van a hacer valer en el juicio y el juez admite o excluye las que pueden practicarse.
SISTEMA PENAL ACUSATORIO,¿En qué consiste la audiencia de juicio oral?,"Es el escenario más importante del sistema acusatorio. Allí, ante el Tribunal de Juicio oral, en un juicio público, oral y concentrado, las partes (Fiscalía y defensa) ofrecen las pruebas, las cuales se practican, controvierten y argumentan ante el Tribunal. Concluido el debate probatorio, el Tribunal delibera y posteriormente anuncia el sentido del fallo (absolutorio o condenatorio)."
SISTEMA PENAL ACUSATORIO,¿Qué es una audiencia de individualización de pena o medida de seguridad y la reparación del daño?,Si el fallo es condenatorio se hace una valoración de las condiciones del sentenciado para establecer la pena o medida de seguridad que le corresponde y la reparación del daño.
SISTEMA PENAL ACUSATORIO,¿Qué son los delitos perseguibles a petición de parte?,"Son aquellos delitos que solo revisten interés individual o para un grupo reducido y por lo tanto, sólo se activan por la querella o denuncia del interesado."
SISTEMA PENAL ACUSATORIO,¿Qué son los Mecanismos alternativos de solución de conflictos?,Buscan el arreglo o solución al conflicto surgido entre las personas sin intervención de los órganos jurisdiccionales.
SISTEMA PENAL ACUSATORIO,¿Qué es un defensor Público?,"Abogado designado por la autoridad judicial o por el Ministerio Público, cuando el sindicado no ha nombrado defensor para que lo asista."
SISTEMA PENAL ACUSATORIO,¿Pueden los jueces en el nuevo sistema decretar la práctica de pruebas de oficio como ocurría en el anterior sistema?,"El juez no puede ordenar pruebas de oficio, pues perdería su imparcialidad. Las pruebas son de iniciativa de las partes. El juez puede hacer preguntas aclaratorias a los testigos."
SISTEMA PENAL ACUSATORIO,¿En qué consiste la prueba anticipada?,"Cuando hay peligro de perder evidencias antes del juicio o es imposible aducir una prueba en el juicio oral, se admite la posibilidad de practicarla en forma anticipada ante el Juez de Control. Por ejemplo, cuando un testigo tiene una enfermedad terminal y se considera que no va a sobrevivir para el momento del juicio oral. La prueba anticipada es practicada como si fuera durante un juicio oral, es decir, con la participación de las partes, contradicción y ante un juez imparcial, que es el de control."
SISTEMA PENAL ACUSATORIO,¿Cuál es el papel del Tribunal de Juicio oral en la audiencia del juicio oral?,"Decidir la controversia –si la evidencia muestra o no más allá de una duda razonable la responsabilidad penal del acusado–. Escuchar de manera imparcial el testimonio, la presentación y la contradicción de pruebas por las partes. Dirigir y coordinar toda la audiencia. Es el destinatario de las pruebas. Vela por que las intervenciones de las partes y testigos se hagan de conformidad con la ley. Decide sobre las objeciones u oposiciones a las preguntas y cuando termina la audiencia anuncia el sentido del fallo."
SISTEMA PENAL ACUSATORIO,¿Los testigos deben ser preparados por las partes antes de que rindan su testimonio en el juicio oral?,"Sí. Los deben preparar, pero no en el sentido de crear su testimonio o dirigir lo que debe testificar o para que falten a la verdad, sino para ilustrarlos sobre el procedimiento y las reglas que han de seguirse los efectos jurídicos de su declaración cuál va a ser el papel del interrogador, del contrainterrogador, del juez y del Ministerio Público sus derechos y deberes resaltar que la verdad está por encima de cualquier otra consideración advertirle que no debe emitir opiniones y prever preguntas de la otra parte, entre otros aspectos."
SISTEMA PENAL ACUSATORIO,¿Cómo se desarrolla la declaración del testigo en el juicio oral?,"Se le recibe el juramento de no faltar a la verdad. Seguidamente, la parte que ofreció la prueba lo interroga y después la otra parte, si lo desea, lo contrainterroga. Todos los testigos se someten a preguntas y contrapreguntas, investigativa y testimonial contra otros delincuentes y propiciar la reparación efectiva de los daños y perjuicios causados."
SISTEMA PENAL ACUSATORIO,¿Cuál ha sido el mayor impacto del Sistema Penal Acusatorio en la sociedad?,"La agilidad y rapidez son los mayores impactos con los que cuenta el nuevo sistema para administrar justicia. Sin duda, el desenvolvimiento por medio de audiencias permite que los medios de comunicación pongan en conocimiento de la comunidad los casos, como una manera de controlar colectivamente la calidad del trabajo de los jueces, fiscales, abogados y procuradores. Este sistema promueve a los buenos funcionarios y abogados, pero también pone en evidencia a los actores que no se preparan para hacer su trabajo en audiencia."
SISTEMA PENAL ACUSATORIO,¿Cómo han sido los resultados del Sistema Penal Acusatorio en materia de eficacia y garantía?,"Casos que en el sistema mixto se resolvían en años ahora se resuelven en meses. A pesar de las dificultades que entraña esta nueva forma de proceder, ya se han logrado éxitos en casos por homicidio, terrorismo y narcotráfico. Por otra parte, las personas tienen mayor confianza en la administración de justicia penal, pues aunque se sientan perseguidas por la Policía y la Fiscalía, al final confían en los controles posteriores de los jueces."
DERECHO PROCESAL PENAL,En el concepto de derecho procesal penal:,"B) Se comprende como una institución jurídica de carácter público, cuya finalidad es que se apliquen las normas penales sustantivas en los casos concretos."
DERECHO PROCESAL PENAL,El proceso se define como:,A) La serie de actos ordenados y encaminados hacia un objetivo.
DERECHO PROCESAL PENAL,"El artículo 19 constitucional, a partir de la reforma del 2008, establece que el proceso penal será acusatorio y oral.",Falso
DERECHO PROCESAL PENAL,"El principio de contradicción establece que las partes podrán conocer, controvertir o confrontar todos los medios de prueba.",Verdadero
DERECHO PROCESAL PENAL,Son doce principios rectores del procedimiento procesal penal reconocidos en el Código Nacional de Procedimientos Penales.,Falso
DERECHO PROCESAL PENAL,En el ejercicio de la acción penal por particulares se hace la presentación de la querella y se sustenta en audiencia ante el juez de control. Siempre y cuando se cuenten con los datos necesarios que establezcan que el hecho ejecutado sea señalado por la ley como delito y que el imputado lo haya cometido.,Verdadero
DERECHO PROCESAL PENAL,El ejercicio de la acción penal corresponde a la autoridad judicial.,Falso
DERECHO PROCESAL PENAL,"Como titular de la acción penal, corresponde al Ministerio Público:",B) Pedir la libertad de los procesados en la forma y términos que previene la ley.
DERECHO PROCESAL PENAL,Al le incumbe constatar que se cumplan los requisitos formales y materiales para el ejercicio de la acción penal particular:,B) Juez de control.
DERECHO PROCESAL PENAL,Se entiende que la acción penal:,"A) Se integra por un conjunto de actuaciones que revestidas de legalidad concluyen en algunos casos con la plena acreditación de cuerpo del delito, asimismo, le concierne la responsabilidad de determinar la acusación ante el órgano jurisdiccional competente."
DERECHO PROCESAL PENAL,La etapa de investigación en el proceso penal se divide en investigación inicial e investigación general.,Falso
DERECHO PROCESAL PENAL,Una de las finalidades del proceso penal es el esclarecimiento de los hechos.,Verdadero
DERECHO PROCESAL PENAL,La investigación de los delitos corresponde exclusivamente al Ministerio Público.,Falso
