tipo,pregunta,materia,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,opcion_f,correctas,respuesta_correcta,respuesta_modelo,criterios
opcion_unica,"Modelo lógico: Nivel del lenguaje en el que se sitúan las normas penales generales y abstractas creadas por el legislador, integradas con un tipo penal y una punibilidad, si se trata de sujetos imputables o de un tipo de descripción legal de medidas de seguridad, si se trata de inimputables. ¿A qué nivel se refiere?",Derecho,Nivel de la teoría del delito,Nivel constitucional,Nivel dogmático,Nivel normativo general y abstracto,,,3,Nivel normativo general y abstracto,El nivel normativo general y abstracto es donde se ubican las normas penales.,
opcion_unica,"En nuestra legislación actual, ¿es sancionado el delito imposible?",Derecho,Solo en casos de tentativa,"Sí, siempre",Depende de la peligrosidad del agente,No,,,3,No,El delito imposible no es sancionado en la legislación mexicana actual.,
opcion_unica,"¿Cuál es la consecuencia jurídica de la tentativa cuando se exteriorizan actos ejecutivos que deberían producir el resultado, pero no se consuma por causas ajenas a la voluntad del sujeto activo, poniendo en peligro el bien jurídico?",Derecho,Es punible,Es impune,Es justificable,Es excusable,,,0,Es punible,La tentativa es punible porque existe peligro para el bien jurídico y una resolución criminal exteriorizada.,
opcion_unica,"En los delitos de autoría y participación, ¿cómo se denomina a quienes acuerdan o preparan la realización del delito?",Derecho,Instigador,Mediato,Intelectual,Material,,,2,Intelectual,La autoría intelectual se refiere a quienes planean o acuerdan la comisión del delito.,
opcion_unica,¿Cómo se adquiere y se pierde la capacidad jurídica de las personas físicas?,Derecho,Se adquiere por registro y se pierde por ausencia,Se adquiere por nacimiento y se pierde con la muerte,Se adquiere por mayoría de edad y se pierde por incapacidad,Se adquiere por concepción y se pierde con la muerte,,,1,Se adquiere por nacimiento y se pierde con la muerte,La capacidad jurídica de las personas físicas se adquiere con el nacimiento y se extingue con la muerte.,
opcion_unica,"Según Franz von Liszt, ¿cómo se denomina la pena que el juez inflige al delincuente para expresar la reprobación social?",Derecho,Medidas de seguridad,Penas,Consecuencias jurídicas,Sanciones administrativas,,,1,Penas,Franz von Liszt define la pena como el mal que el juez inflige al delincuente como reprobación social.,
opcion_unica,¿Qué es el Sistema Penal Acusatorio?,Derecho,"Es un sistema adversarial donde las partes se enfrentan en igualdad ante un juez imparcial, con pruebas debatidas y protección a la víctima.",Es un sistema escrito donde las pruebas se valoran en secreto.,Es un sistema inquisitivo donde el juez investiga y juzga sin contradicción.,Es un sistema mixto donde la fiscalía decide la sentencia.,,,0,"Es un sistema adversarial donde las partes se enfrentan en igualdad ante un juez imparcial, con pruebas debatidas y protección a la víctima.","El sistema acusatorio se caracteriza por la igualdad de partes, la imparcialidad del juez y el debate público de pruebas.",
opcion_unica,¿Qué es el proceso penal?,Derecho,Es el conjunto de leyes que definen los delitos y sus penas.,"Es el mecanismo para investigar delitos, acusar y juzgar a los presuntos responsables.",Es la etapa de ejecución de las sentencias penales.,Es el procedimiento para la reparación del daño a la víctima.,,,1,"Es el mecanismo para investigar delitos, acusar y juzgar a los presuntos responsables.","El proceso penal es el cauce legal para investigar, acusar y juzgar a los imputados.",
opcion_unica,¿Cómo se inicia un proceso penal?,Derecho,Con la presentación de pruebas por la defensa.,Con la orden de aprehensión del juez.,"Cuando la Fiscalía tiene conocimiento de una conducta delictiva y acusa, por denuncia o querella.",Con la sentencia condenatoria.,,,2,"Cuando la Fiscalía tiene conocimiento de una conducta delictiva y acusa, por denuncia o querella.","El proceso penal inicia cuando la Fiscalía conoce de un delito y formula acusación, típicamente por denuncia o querella.",
opcion_unica,¿Quiénes pueden denunciar?,Derecho,Solo la víctima u ofendido.,Cualquier persona que tenga conocimiento de un delito que deba investigarse de oficio.,Solo los mayores de edad.,Solo los servidores públicos.,,,1,Cualquier persona que tenga conocimiento de un delito que deba investigarse de oficio.,La ley permite que cualquier persona denuncie delitos que se persiguen de oficio.,
opcion_unica,¿Quiénes están obligados a denunciar?,Derecho,Solo los profesionales de la salud.,Solo los policías y fiscales.,"Policías, miembros de Fuerzas Armadas, fiscales, servidores públicos, jefes de transporte, personal de salud y directores educativos, entre otros.",Solo los jefes de establecimientos educativos.,,,2,"Policías, miembros de Fuerzas Armadas, fiscales, servidores públicos, jefes de transporte, personal de salud y directores educativos, entre otros.",La ley impone obligación de denunciar a ciertos funcionarios y profesionales que conozcan de un delito en ejercicio de sus funciones.,
opcion_unica,¿En qué casos las personas obligadas a denunciar quedan exentas de hacerlo?,Derecho,"Cuando existe riesgo de persecución penal propia o de parientes cercanos, o cuando conocieron los hechos bajo secreto profesional.",Cuando la víctima no lo solicita.,Cuando el delito es menor.,Cuando el delito es de querella.,,,0,"Cuando existe riesgo de persecución penal propia o de parientes cercanos, o cuando conocieron los hechos bajo secreto profesional.","La obligación de denunciar cesa si se pone en riesgo al denunciante o a sus allegados, o si medió secreto profesional.",
opcion_unica,¿Cuáles son los principios del proceso penal?,Derecho,"Solo los principios de oralidad, publicidad, contradicción y concentración.","Los principios de legalidad, presunción de inocencia y debido proceso, sin incluir otros.",Únicamente los derechos de las víctimas y del imputado.,"Respeto a la dignidad humana, igualdad, imparcialidad, legalidad, presunción de inocencia, derecho de defensa, debido proceso, derechos de las víctimas y de la sociedad, así como los principios de concentración, continu…",,,3,"Respeto a la dignidad humana, igualdad, imparcialidad, legalidad, presunción de inocencia, derecho de defensa, debido proceso, derechos de las víctimas y de la sociedad, así como los principios de concentración, continu…","El proceso penal se rige por un conjunto de principios que garantizan un juicio justo, incluyendo tanto los derechos fundamentales como los principios del sistema acusatorio.",
opcion_unica,¿Qué implica el principio de dignidad humana en el proceso penal?,Derecho,Que los acusados pueden ser tratados como objetos para obtener confesiones.,Que la dignidad humana solo aplica a las víctimas.,Que solo los jueces deben ser tratados con respeto.,"Que todos los intervinientes deben ser tratados como seres humanos, respetando su dignidad e integridad física, psíquica y moral.",,,3,"Que todos los intervinientes deben ser tratados como seres humanos, respetando su dignidad e integridad física, psíquica y moral.","El principio de dignidad humana exige que todas las personas involucradas en el proceso penal sean tratadas con respeto, no como objetos.",
opcion_unica,¿En qué consiste el principio de igualdad en el proceso penal?,Derecho,"En que todas las personas deben recibir el mismo trato, pero solo en la etapa de juicio.",En que la Fiscalía y la defensa tienen los mismos recursos económicos.,"En que las personas que intervienen reciban el mismo trato y oportunidades, sin discriminación por origen étnico, religión, opinión política o filosófica.",En que el juez debe favorecer a la víctima sobre el acusado.,,,2,"En que las personas que intervienen reciban el mismo trato y oportunidades, sin discriminación por origen étnico, religión, opinión política o filosófica.",El principio de igualdad prohíbe la discriminación y asegura que todas las partes tengan las mismas oportunidades procesales.,
opcion_unica,¿Qué obligación impone el principio de imparcialidad a los jueces?,Derecho,"Orientarse por el imperativo de establecer con objetividad la verdad y la justicia, manteniendo un rol imparcial sobre la investigación, acusación y presentación de pruebas.",Abstenerse de conocer cualquier caso que involucre a un conocido.,Actuar a favor de la Fiscalía para asegurar la condena.,Decidir basándose en su opinión personal sobre el caso.,,,0,"Orientarse por el imperativo de establecer con objetividad la verdad y la justicia, manteniendo un rol imparcial sobre la investigación, acusación y presentación de pruebas.",El principio de imparcialidad exige que los jueces actúen con objetividad y sin favorecer a ninguna de las partes.,
opcion_unica,¿Qué significa el principio de legalidad en el proceso penal?,Derecho,Que el juez puede decidir según su libre arbitrio sin sujetarse a la ley.,Que las leyes procesales pueden aplicarse retroactivamente si benefician al acusado.,"Que nadie puede ser investigado ni juzgado sino conforme a la ley procesal vigente al momento de los hechos, observando las formalidades propias de cada juicio.","Que solo la Fiscalía debe cumplir la ley, no la defensa.",,,2,"Que nadie puede ser investigado ni juzgado sino conforme a la ley procesal vigente al momento de los hechos, observando las formalidades propias de cada juicio.",El principio de legalidad garantiza que el proceso se ajuste a la ley vigente y a las formalidades establecidas.,
opcion_unica,¿Qué establece la presunción de inocencia?,Derecho,Que el juez puede considerar culpable al acusado si hay indicios.,Que toda persona se presume inocente y debe ser tratada como tal hasta que una decisión judicial definitiva establezca su responsabilidad.,Que la presunción de inocencia solo aplica en delitos graves.,Que el acusado debe demostrar su inocencia durante el proceso.,,,1,Que toda persona se presume inocente y debe ser tratada como tal hasta que una decisión judicial definitiva establezca su responsabilidad.,La presunción de inocencia es un derecho fundamental que protege a toda persona hasta que exista una sentencia condenatoria firme.,
